59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
11245,40052,56103,84716,56103,66034,56103,12018,56103,12018,22614,12018,56105;84716
14768,8253,29475,8251,14768,8251,84723,23826,19433,7460,15039,41363,43663,35776,7460,19433,23826,41363,8251,8253,84723,29475,46942,12626,29475,8254,10217,26975,14394,1338,4228,15039,35660,46942,14394,11783,291,17916,4535,29475,17916,15039,29475,17916,22562,13055,22562,29475,1979,17916;17916,4535,29475
4510,9135,4335,4333,4336,3307,4333,3612,3608,3612,4379,601,14324,602,4164,3613,602,3613,3614,84727,38817,42080,29501,84728,84727,84729,55143,54769,84729,3307,84729,3307,84729,9135,605,3612,3613,41054,4333,4335,84729,77473,6379,84730,84731,84732,60538,82040,2525,60539,82040,40246,84730,6379,36870,40246,24476,40246,24476,77473;82040,3612,9135,77473,4333,605,24476,84731,3613,84727,7462
47143,2916,84751,2916,47143;2916
10930;10930
3569,9171;3569
37696,55989,13856,24178,13856;13856
20017,46606,75279,21027,85128,46606,8826,85128,8826,75279,13664,8826,13664,85128,38435,8826,21027,85128,75279,46606,85128,46606,85128,46606,85128,46606,4861,53357,60264,39622,4861,34522,34505,34518,34507,32015,32018,32015,34518,47728,3146,85129,9030,8102,46606;46606
76860,85132;76860
62120,24752;62120
15811;15811
15311,41451,11875;11875
9677,59012,66147,85164,9677;9677,59012
54836,50726,42956,66271,51462,32015,7372;51462
18651,18650,7990,18651,7990,18651,25188,37430,67846,37430,18651,37430,67846,18651,67846,18651,7990,67846,32063,85175,85176;67846,85175,7990
13460,4798,13460;13460
9031,9030;9030
24119;24119
10951,7908,22590,7908,2397,258,58426,61644,30887,61644,9884,85210,36177,36178,43721,41673,3691,7908,21342,7908,73,16689,48160,21576,1214,108,1750,6949,30447,324,26934,25177,20771,31258,18195,44002,28718,49324;7908
60266;60266
25745,1128,25745,1128,4600,8854,25913,8854,25913,34174,4600,5570,12128,10635,13484,6250,6255,6250,1814,1813,1814,10933,40596,10933,4600,13133,38506,4749,13133,4749,13133,4749,10933,4749,2629,14326,5045,7012,5045,609,2800,5965,5045,14326,5045;6250,5045,4749,1814,4600,14326,10933
43712,85404,19039,85404;85404
9747,9746,9747;9747
10168,21172,20799,37078,20645,85440;20799,10168
53648,8977,61344,8977;8977
8596,13681;13681
78996;78996
3793,33960,3793,33960,24759;3793
81943,18258,35143,65417,49216,5499,59171,85569;81943
7491,2117,7487,2117,7484,2117,85579,58707,85575,85580,58707,64968,58707,53583,10017,7491;7491,58707
23446;23446,67302
73438,35074,13575,13574,25058,23976,31829,31701,19077,35074,71230,85642,31701,85643,35074,10400,22376,81256,22376,85644,15314,55987,10403,13575,59796,16201,85642,35074,85642,35074,22376,28867,71230,66718,68829,85642,73434,85645,23977,13574;35074
85654,36388,85653,36388,85653,17226,85654,17226,36388,85653;85653,17226,36388
40599,3509,10156,10370,19342,19343,10223,11603,3930,30101,82211,56107,85658,55101,44965,30101,6412,19368,45369,79995,19368,16364,16363,49538,15590,2108,3511,49538,33570,59070,33570,59070,10370,35776,85659,21259,1806,3930,2803,4049,47556,4049,26805,28148,16364,11726;33570
52619,85671,46499,85671,46499;85671,52619
12668,24288,40761,16328,2374,12116,2374,12116,40761,2738,2389,2374,2738;2738
57763,54423,32843,54422,57763,54422,57763,54422,57763,40136,40132,85699,65793,65804,1706,24779,1706,13923,1706,13924,1706,65812,1706;13924,65812,1706,24779
17522,33635;33635
13146,78428;78428
629,36750,629;629
130,1181;1181
19770,15303;1998
85756,51106,925,9905,85756;51106
31882,2964,22208,5961,2964;2964
1453,63673,14128,12326,12329,14128;85798,85799,85800,12329,14128,85801
489,24813,11226,60132,11225,85837,489,64394;489
4604,41208,4604,41208,11119,35067,4604,41208;41208
57421,85843;85843
3057,9341,21145,11256,21145,85872,85873,85874,85875,29525,85876,85877,85878,85879,85880,85881,85882,29660,81995,85873,79715,38687,85877,85883,80140,85876,85884;3057
7823;7823
4416,85920,4418,4416;4416,4418
9257,40782,85923,7769,19532,20729,19532,52177,52348,1712,1904,7752;20729,19532,9257
162,3099,363,19632,3005,6049,1277,363,1242,751,553,751,1844,1242,1844,1242,751,1844,1242,1844,1242,1844,9826,15827,9826,26903,9607,26903,9826,15827,30891,7024,9826,15827,9826,15827,26903,15827,26902,1184;15827,1844
5121;5121
85934,85935,11487,8372,2747,8372,24346,20829,5266,85934,85936,39967,85937,43566,5270,85934,85938,85934,69532,85934,85936,39967,59623,85939,5266,79068,5270,85934,85936,5270,85940,85941,85934,5266,5270,85940,85934,85936,85942,40551,85936,5270,5266,85940,85934,85936,85940,5266,16828,85936,85940,85934,85936;5266,85936,16354,85942
12038,1483,6366,15269,7256,200,5894,202,5894,202,5894,202,10747,200,11981,7256,201,20961,5909,10456,5909,16116,7256,5894,10747,5894,10667,5894,10667;10667,5894
14573,85946;14573
28034,28811,28034,4099,44857,64636,3063,51287,3991,85951,69155,28018,8765,4704,12390,85952,39958,8609,85951,85953;85951
60295,6070,68814,6070,85962,2167,1160,3681,12292,10848,49134,8970,80706,9494,9689,19581,9489,39516,3588,9689,54926;6070
47995;47995
3874,85985,55220,13854,85986,38549,85986,61382,20577,23328;61382
17921,10480,10831,8500;17921
34243,32263,34243;34243
41486,1097;41486
51363;51363
50336,4058;4058
57292,20057;20057
86108;86108
7666,1976,20239;7666
16189,68919,16189;16189
8244,26568,19640,26568,26652,82988,86157,82988,26568,20965,21692,8596,19640,26568,19640,26568,34555;977,19640
86179,84922,86179,84922,86179;86179
32997,24814,3431,3429,3431,3429,86184,78619;32997
422;422
5202,17031,26903,762,5202,15139,5202;5202
14818;14818
77902,24000,77902,33984,24000,50564;56340,52195,24000,50564
5168,7834,79943,5220,58969,5220;7834,86204
8044,7019,66285,66270,59580,8044,66270,59582,86209,59580,66270,30181,59580,32494,59580,16624,86210,16622,72631,86211,86212,16619,63696;59580
2210,36198,2212,19177;19177
21207,8158,758;21207
13059,16872,13059;13059
1634,18776,1634,22386,1634,52701,13553,22551,13553,1634,22386,1634,13553,22551,13553,1634,22551,86280,13551,86280,13551,86280,86281,13550,52701,13551,1634;13551,1634
86297,49290,69931,86298,86299,86300,86301,69931,86298,26210,24413,29458;86298
15303,24367,39540,42513,54412;15303
4715;4715
28082,53337,26830,15426,54479,43854,33317,4881,46974,4881,4880,59310,5474,454,86340,43710,4881,4880,4881,4880,4881,4880;53337
872;872
6715,59876,6715;6715,59876
13515,12228,13826,12226,33986,17993,43182;43182
5895,5898,5895,6366,5968,5895,6366,5895,6366,5895,5898,202,5895,5898,7490,7477,51967;21389,5898
1715,461,2654,1715;1715
23478,6974,32376,6974,26631,22702,39954,33555,19448,11337,22467,33588,20136,19340,27263,29957;6974,32376
25609,86458,50309,86458,86456,4424;86456
86513,86514,86515,86461,86462,58572,72410,86462,86461,86462,62509,86516,62509,86489,86503,86516,70743,86481,86475,86517,68390,86475,68390,70743,86511,86515,86511,86495,86511,70743,86515,62509,86511,86508,86517,86481,86517,86481,86475,86517,53203,53205,86518,86519,86520,86521,86518,86520,86521,86520,86522,86520,86521,62509,86489,86503,86461,62509,86475,86517,70743,86489,62509,86517,70743,86517,86475,86489,86503,86517,86503,86489;86489,86461,86475,86503,62509,86517,86466,86521
3013;3013
50478,9466,86537,62151,86538,66010,86539,54659,86539,54659,86526,2895,27367,37235,27367,65538,33481,86540,65538,86541,65538,14824,55214,50055,61340,86542,38549,1064;14824
86552,86553,86554,86555,86556,86557,86558,86559,32715,86560,83245,86561,86562;86562
30595,12459,55434,23317,30596,30595,64670,30595,86568,30595,50427,30595,9129,30595,25446,30595,86569,55434,30596,56975,30595,9129,30595,25446,30595;30595
7813,23625,7813,51709,33205,51709,7804,59263,10828,86582,62000,86583,7813,86584,11086,12128;56997,7813,51709
1761,86592,28142,1761;28142,1761
7091,24985,26655,3248,24985,7091,3248,24243,39339;7091,3248,24985,26655
33944,86611,33944;33944
29871,39067,39070,59555;59555
65974,49190,44313,65974,44092,37394,49190,34239,49190,65973,49190,23731,62840,23731,80897,19114,80897,23731,44091,86629;5220,7790,3755,19114,44091,39574
8177,4904,6935;6935
884,879,137,1536;1536
61923,57354;57354
1349,1350,3865,42,1352,1475,1355,1349;1349
6943,86352;6943
27668,86702,86703,86704,86705,86706,61109,86706,61109,86705,86706,86707,27668,86707,27668,46218,86708,46218,11563,59250,19652,59250,82465,19652,59250;86706,27668,86705,59250,86704,46218,86703,11563,86702,86707
6953,5472;6953
1844,27591,17121,1234,1235,21926,19022,2629,14326,12358,11074,7636,204,615,317,6706,6871,55832,83,71,15831,20337,11404,19023,3104,1248,32249,10601,8158,21032,2511,5181,20775,16301,34983,34985,20337,11404,1248,11404,21193,64812,12452,48927,3931,78009,20222,11444,86718,32535,13373,1772,8580,246,4288,3929,1807,48927,64812,48927,20222;204,83,11404,11074,34985
34952,20776,52429,4882,41675,52429,4882,11307,4882;20776,4882
22463,76019,34895,3786,20851,22463,3786,15436,29950,3786,21733,3786,3785,3786,3785,86728;3786,21733
30316,30317,30316,30317;30317
17,162,17,162,2476,17,162,5924,10259,5924,162,887,2745;5924,10259,2745
54309;54309
20115,8237,52590,86818;20115,86818,52590
69281,8577,11368,8577,13082;13082
10091,46867,21427,46867,46856,61374,46856,61374,3498,46867;46856,3498
16284,9106,13145,1414,3297,5707,8305,20304,23889,4718,82619,46413,2466,78974,38692,43137,34069,2584,38695;1414,16284
73,325,791,1549,73,45961,87065,45961,59154;73,45961,87065,62022
847,8368;8368
12326,6638;85798,85799,85800,85801
553,655,158,553,158,17,158,551,1844,159,553,71,1184,3719;553
87088,79411,87088,69757,24877;87088
28110,5074;5074
87103,87105,87106,87107,87103;87103
758,14457,11101;11101,14457
12506,4020;4020
87146,47795,4679,4678,87147,87148,54517,87147,4678,11536,70772,63486,70772,11536;54517
6445,8090,28826,28620,41968,10883,87152,38916;41968,10883
44976,11514,3718,3948,73900,11514,21516,45290,21410,50126,4923;11514
53774,45671,4924,9382,53774,21910,53774,4924,11956,9382,11955,9382,35899,11955,12674,29778,4924,11955,9382,4924,17756,2942;53774,21910,20715
79068,35052,41225,35052,61068,80681,33071,87184;87184
87201,47930,39125,47929,34020,34033,84930,47930,39125,34020,34033,84930,34033,34020,39125,33454,42674;84930
50950,62454,87212,34351,62454,87212,54107,32486,87213,87214,42550,60183,87213,60183,23360,62454,50950,62454;62454
11679;11679
60969,1962,2339,9581,28791,60969,28791,9581,9584,2339,6190,53591,78223,13832,60969,28791,60969,1551,10941,39146,35526,39526,6189,87240,15526,9581,28791,51743,60969,63544,9581,87241,2339,87241,87242,87241,60969,87243,2340,6190,67715,9584,63544,9581,87244,2339,63544,20737,62256,36910,15528,80389;60969,87241
48089,60662,16418,48089,60662,48089,16418,16419,48089,60662;60662
21721,11100,21720,3415,4903,3324;21720,3324,4903
30840,45561,30841,35832,32613,5893,5889,31215,5889;5889
17198,24762,17195,24762;24762
4061,4062,2173,4335,4333,606,4333,28057,605,2173,80680,605,23983,2886,7107;2173,605,4333,4062
26678;26678
34691,63417,10797,63417,51127,57433,45536;51127
14339,805,28,2800,27201,7003,61905,2800,808,33,2800,227,56241,227,56241,82391,56241,39456,53782,38389;7003,2800
6376,11024,10411,14457,6808,2930,4299,11024,3958,11395,8449,87386,30513,2930,11101;6376,11101
4792;4792
16228,16229,14309,16229,16228,16229;16228
5499,87431,3349,15027,3673,12253,4394,12253,4394,38673,718,38673,2337;4394,15027,38673,12253,5499,3673,2337,3349
13919,19070,34142,5330,19070,7324,13919;13919
14768,31450,14559,10038,87447,87448,10038,47408;47408
26777,67653,67654,67653,67654,26777,67653;67653
50779,30243,61192,40073,28008,32980,15132,40642;40642,50462,1265,30243
51431,43395,2445,51429,8838;9432
28832,25896,3068,28832,44934;28832
87511,18627;18627
33321;33321
30145,58435;58435,87532,14001
9744,44347,26168,2521,3963,6838,6820,83197,6820,3963,6820,14294,15026,17920,3963;6829,9744
35120,87584,30672;35120
54950,10232,87585,54950;54950
1644,32561,1644,4163,47771,29276,3723,113;1644
33982,87608,33982,256,14735,33982,39400,28815,40515,28816,37809,50433,50434;50434,33982
87618,87619,87618;87618
10588;10588
18632;18632
23767,23762;23762
2290;2290
9135,4375,7080,9135;9135
39287,3801,3809,3804,3813,3809,3801,3809;3809
458,9906,6860;6860
170;170
87803,68171,87804,65837,87805,11217,42527,87806,87803,14440,78420,65840,14440,87803,5793,42527,68172;65840,42527,87804,65837
24874,3625,3570,3625,3570,3625,22194,29527,3625,29527,67156,29527,67156,3625,29527,3625,3624,3625,3624,3625,29527,3625,29527,3625,29527,3625,2180,3625,2180,3625,29527,3625,29527,3625,29527,3625,29527,3624,29527,3624,3625,3624,3625,24874;3625
6794,6801,5055,2861,5055,2861,24874,5055,6801,24874,5055,6794,2861;6801,5055,2861
31851,7795,45334,39349,7795,39349,45334;39349,52577,45334,7795
19036,16810,19038,16810,87850,19037,79012,19037,12733;19037,12733
43629;43629
87880,87881;87881
22934;78194,22934
60456,14524;14524
16664,8994,40576,8995,16579,86204;39763,8994
6245,1721,70498,9045,38590,66236;6245
17179;17179
87967,33685;87967
6630,825,6630,825,6630,825;6630
16275,88023;16275
1714,4600,1714;1714,4600
2461,11225;2461
6974,12374,6974,3289,6727,4928,6974;6974
14957,6935;14957,47787
7976,26142,7976,11387,7976,1994,7976,10684;7976
24847,47841,43675,53143;53143
7600,14212,19602,29610;29610
15735;15735
13697,80893,13697,80893,88129,13697,80893,13697,80893,20212,28927,88129,11236;45656,80893
26874,45505,43831,5991,45505,17868,45505;45505
22332;22332
13975,18473,15525,18473,801,779,195,779,176,123,199,198,797,122,320,791,2922,2565,800,57874,124,3287,124,3287,2922;50242,18473,2922
2193,436,15499,4732,47649,71981,2193,37401,15051,66954,16866,15050,12877,40899,34460,40899,19919,3112,36766,3112,36766,3112,4894;2193
20989,28224,8721,6303;28224
14851,16303,14851,21038;9834
88170,88171,88172,88173,88174,88175,88176,88174;88174
87598,88192,87598;87598
88214,88215;88214
35061;35061
15703,9398,8164,7630,88282,7632,7630,7632,21865,5883,21867,7632,17620,17611,7630,49115;7632,49115
22289,22288,22289,64271,22289;22289
11970;11970
32113,58946;32113
11473,6931,88366,38826,28703,8569,6931;6931
44305,40248,26297,37498,26297,24851,26297,40248,24851,40248;44305
63605,51328,17413,51328,17414;55776
14243,42116,14243,42116,14243,42116,14243,42116,14243;14243,42116
21243,76473,21243;21243
71691;71691
23006,6456,971,20697,971,20697,971,20697,6455,20697,971,20697,88446,20697;20697,23006
15577,6020,4618,10237,16386,12323;6020
1334,47824,1334,63878,1334,47824,1334,47824;47824
10411,11101,5394,61306,6801,6794,88548,6795,61306;5394
202,4901,5894,7254;7254
715,3356;3356,715
4603,62972,27591,17278;788,4603
11827,15529,11253,11249;15529
28712,62962,50811,31262,73154,28712,73154,65464,31262,73154,44000,65464,4196,62962,28714,65115,62962,31262,62962,31262,42071,4196,31262,4196,73154,4190,32903,15197,31262,4190;73154,31262,62962
88687,88688,46104,88689,73698,5390;88687,88688
88697,17413,63605,23873,55776,17414,88698;88698
14934,88711,14934;14934
13786,37062,13786,37062,13786;13786
20329,27609,11501,22835,73164,47433,34315,20329,22835,47433,22835,47433,53142,47433,22835,20329;20329
13412,13420,13419,13412,13420;13419,13412
35560,5103,42359,6183,42359,5098,2497,42359,5099,42359,6183,42359,4123,42359,4123,5099,4123,42360,42359,42360;42360
759;759
4903,1009;1009
42914,7380,88784,74257;88784
10154,48590,390,3929,1653,3929;3929
56062;56062
33142;33142
35766;35766
13267,28208,54731,13267,13265,13430,28205,13267;13267
14950,9999,14950,9999,14950;14950
19009,39503,19009,31343,19009,36905,19009,39503,19009,28744,19009,18295,19009,11396,19009;19009
24387,16312,24387,16312,24387;24387
31161,14853,18750;31161
455,14960;455
24115;24115
61506,3871,8269,61506,11323,61506,8269,11323;61506
2290,4604,597,114,258,595,4604,594,4604,594,4604;4604
28691,41806;41806
2943,7323,14201,47941,14667,12633,12634,12633,14201,14667,20186,20190,20186,14667;2943,14667
7686,9217,23384,89073,89074,89075,53504,89076,53504,89076,89077,1382,7473,34034,26642,13724,21555,75454,76037,7642;7686,9217,89076,89075,34034
77293,89102,77293,89103,89104,31604,82040,24908,2523,88888,28642,69833,48025,17789,2854,34601,17790,25765,17790,20525,16060,89105,15342,65740,89106,56946,54999,89107,89108,89109,51039,9189,44430,89110,78327,89111,84947,89112,89113,51042,88888,17790,89110,88888,17790,89110,88888,17790,2854,65739,17790,54983,40240;17790,31604,77293,40240
4756,15413,4755,15413;15413,10912
14768,919,14768,919,14768;14768
39055,11509;11509
2499,20919,15513;2499
20232,24222,10133,24222;10133
21576,20725,23377,29077,18483,18143;80681,5269
50366,89193,50366,89193,50366,89193,50366;89193,50366
31829;31829
3001,36410,51203,49575,51203,77716,21862;51203,49575
1810,11936,34462,5481,34462,54310,60263;1810
21419;21419
4526;4526
64446,89349,9615,89350,8255;89349
28116,7546;7546
89364,13652,18669,13652,4155;4155
7959,11824,7959,11824,7959,11824;7959
42309,19229,21216,42309,49198,89392,63829,89393,89394,42309,89392,42309,89392,42309,89392,15730,4713,6557;89392
10413,437;437
53937,53874,29873,55600,55598,47408,89405,59779,47408,14353,89406,62284,27635,89407,89408,68332,89409,89410,89409,89411,70763,34212;89406,16686,70763,59779,62284
3393,378,3393,2385,2652,3399,21438,9539,3399,5206,3397,67208,36861,27323,6910,1523,10830,10765,1936,11099,5202,9379,11438,3326,17830,6882,12807,3341,13113,8279,2966,8593,12011,9383,3326,5076,5202,6882,9024;2385,3326,3399,21438
26176,25467,60523,66448,15703;15703
12582,12577,12582,47044,12582,9916,82516,86068,9916,12582,9916,12582,9916;9916
956,55820,956;956
1782,2255,2815,2255,23070,1782,2255,2815,23070,2815,2255,157,2815,157,20879,2255,157,20879,157,20879,11715,20879,2255,2257,157,23342,157;157,20879
54982,89488,54982,89504,55655,46259,46245,89505,89496,56646,46245,89506,46245,81470;60537,46245,62655,89496
40459;40459
1341,10218,3473,15303,3473,10218,3473,10218,3473,10218,3473,10218,3473,10218,17991,89545,81009,946,81009,249,3473,3472,7279,11783,7279,383,4078;3473
30357;30357
46456;46456
2843,759,2931,759,16743,759,6980,33867,52436,24583,53120,6980,33349,17705,66713,53120,758,759,510,759,1651,12013,9501,6980,53120,2931,53120,17705,66713,33349,13566,23812,53120,2931,66713,33349,17705,53120,6980,53120,2931,66713,33349,17705,33349,6980,2931,53120,66713,33349,17705,6980,53120,2931,66713,17705,33349,6980,2842,759,2842,53120,759,2931,53120,17705,66713,759,33349,2931,6980,33349,6980,3498,2842,13566,746,6023,21004,6024,6023,746,14907,88548;2842,759,53120
20116,7325,20116;20116
828,830,10905,830,828;828
8175;8175
20978;20978
42067,9822,6325,22479,6331,5788,10976,1474,7025,3148,544,36964;6331,9822,36964,10976,6325,22479,1474,7025,5788,544,3148
89644,9642,89644;89644
87207,36779;36779
249;249
89672;89672
2999,27329,5988,2999,811,8195,7322;2999,7322
89775,89776,89777,89778,79451,74089;74089
16809,40095,48969,40094,40095,50,11092,4968,99,767,764;16809
8053,1782,8053,16229,7373,15511,32075,8053,39273,23624,56056,27905,56056,27905,38627,33627,9908,89782,84555,89782,84555,63381,63190,58748,27125,58748,25110,58748,41339,25116,52383,30540,25110,89783,89784,51210,87159,30499,65635,8936,53186,89785,89786,40877,89787,63190,25110,52383,84555,8053,27905,33627,25110,59981,8053,41606,18752,51637,13656,89788,45952,7347,23671,89789,89790,7347,4885,40746,89791,34094,34098,34104,34094,34104,41606,23423,17265,23423,89790,23423,1783,8053,43248,21934,25110,25112,89783,4863,14725,39027,4866,50207,82392,4876,8124,82391,65986,14094,19690;33627,8053
